,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,79,23,56,87
1,2,Man City,36,18,18,27,3,6,89,28,61,84
3,3,Arsenal,37,18,19,22,7,8,74,45,29,74
2,4,Spurs,37,19,18,24,2,11,71,42,29,74
5,5,Chelsea,36,18,18,20,8,8,67,41,26,69
6,6,Wolves,36,18,18,16,8,12,51,44,7,69
4,7,Man Utd,36,18,18,18,10,8,65,49,16,66
9,8,Leicester,36,18,18,16,5,15,49,51,-2,54
11,9,Bournemouth,37,18,19,15,5,17,55,65,-10,52
7,10,Watford,36,18,18,13,9,14,45,53,-8,49
8,11,West Ham,36,18,18,14,6,16,49,57,-8,49
13,12,Crystal Palace,37,19,18,12,7,18,46,51,-5,45
12,13,Newcastle,36,18,18,11,9,16,43,51,-8,45
10,14,Everton,36,18,18,11,9,16,47,51,-4,43
14,15,Brighton,37,19,18,12,7,18,44,57,-13,43
15,16,Southampton,36,18,18,8,10,18,41,61,-20,37
16,17,Burnley,36,18,18,10,7,19,45,70,-25,37
17,18,Cardiff,37,18,19,9,5,23,34,73,-39,32
18,19,Fulham,36,18,18,8,5,23,38,74,-36,29
19,20,Huddersfield,36,18,18,3,5,28,22,68,-46,14
