,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,30,4,4,98,25,73,94
0,2,Liverpool,38,19,19,27,9,2,81,25,56,90
4,3,Man Utd,38,19,19,23,8,7,75,49,26,77
2,4,Spurs,37,19,18,23,3,11,68,40,28,72
3,5,Arsenal,38,19,19,20,10,8,79,55,24,70
5,6,Chelsea,38,19,19,21,6,11,67,40,27,69
7,7,Watford,37,19,18,16,7,14,55,55,0,55
6,8,Wolves,38,19,19,15,8,15,50,45,5,53
9,9,Leicester,38,19,19,15,7,16,48,50,-2,52
8,10,West Ham,37,18,19,13,8,16,46,54,-8,47
11,11,Bournemouth,38,19,19,14,5,19,54,66,-12,47
10,12,Everton,37,18,19,12,9,16,49,52,-3,45
15,13,Southampton,38,19,19,12,9,17,43,60,-17,45
13,14,Crystal Palace,38,19,19,12,8,18,45,47,-2,44
14,15,Brighton,38,19,19,12,8,18,41,54,-13,44
12,16,Newcastle,38,19,19,11,10,17,36,47,-11,43
16,17,Burnley,38,19,19,9,7,22,39,78,-39,34
17,18,Cardiff,38,19,19,10,4,24,32,80,-48,34
18,19,Fulham,38,19,19,8,5,25,41,79,-38,29
19,20,Huddersfield,38,19,19,4,7,27,25,71,-46,19
