,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,30,2,4,95,26,69,92
0,2,Liverpool,36,18,18,24,11,1,75,21,54,83
3,3,Arsenal,37,18,19,21,8,8,71,46,25,72
5,4,Chelsea,37,18,19,21,8,8,59,39,20,72
2,5,Spurs,37,19,18,23,2,12,66,44,22,71
4,6,Man Utd,36,18,18,20,8,8,69,52,17,70
6,7,Wolves,36,18,18,16,9,11,48,41,7,70
7,8,Watford,37,19,18,15,9,13,49,48,1,55
9,9,Leicester,36,18,18,14,7,15,45,48,-3,50
10,10,Everton,37,18,19,13,8,16,51,52,-1,48
8,11,West Ham,36,18,18,13,8,15,46,52,-6,48
11,12,Bournemouth,37,18,19,12,7,18,51,65,-14,45
12,13,Newcastle,36,18,18,11,8,17,37,47,-10,44
14,14,Brighton,37,19,18,12,7,18,40,54,-14,43
13,15,Crystal Palace,37,19,18,11,7,19,44,51,-7,42
15,16,Southampton,36,18,18,8,11,17,40,59,-19,38
17,17,Cardiff,37,18,19,11,5,21,36,67,-31,38
16,18,Burnley,37,19,18,10,7,20,43,64,-21,37
18,19,Fulham,36,18,18,5,5,26,31,78,-47,20
19,20,Huddersfield,36,18,18,3,7,26,20,62,-42,16
