,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,7,3,81,22,59,85
1,2,Man City,35,17,18,25,4,6,84,28,56,79
2,3,Spurs,35,18,17,23,2,10,66,38,28,71
4,4,Man Utd,35,18,17,20,7,8,65,49,16,67
3,5,Arsenal,35,17,18,19,9,7,70,44,26,66
5,6,Chelsea,35,17,18,18,7,10,56,44,12,61
6,7,Wolves,35,17,18,15,10,10,48,39,9,55
8,8,West Ham,35,17,18,14,7,14,50,53,-3,49
7,9,Watford,35,18,17,13,9,13,46,48,-2,48
9,10,Leicester,35,18,17,13,7,15,45,48,-3,46
10,11,Everton,35,17,18,12,9,14,47,47,0,45
14,12,Brighton,35,18,17,13,6,16,39,48,-9,45
13,13,Crystal Palace,35,18,17,12,8,15,47,48,-1,44
11,14,Bournemouth,35,17,18,12,6,17,48,62,-14,42
12,15,Newcastle,35,17,18,10,10,15,37,45,-8,40
17,16,Cardiff,35,17,18,10,6,19,32,61,-29,36
15,17,Southampton,35,18,17,8,9,18,35,60,-25,33
16,18,Burnley,35,18,17,8,8,19,37,64,-27,32
19,19,Huddersfield,36,18,18,4,7,25,23,63,-40,19
18,20,Fulham,35,18,17,4,6,25,32,77,-45,18
