,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,28,6,4,95,27,68,90
0,2,Liverpool,37,19,18,26,9,2,80,25,55,87
2,3,Spurs,37,19,18,25,2,10,73,42,31,77
3,4,Arsenal,38,19,19,21,9,8,75,50,25,72
5,5,Chelsea,38,19,19,21,8,9,69,45,24,71
4,6,Man Utd,37,19,18,19,10,8,64,46,18,67
6,7,Wolves,37,18,19,17,9,11,48,41,7,60
9,8,Leicester,38,19,19,16,8,14,52,49,3,56
10,9,Everton,37,18,19,14,9,14,54,48,6,51
14,10,Brighton,38,19,19,14,8,16,44,50,-6,50
7,11,Watford,37,19,18,14,7,16,47,54,-7,49
11,12,Bournemouth,38,19,19,14,7,17,55,66,-11,49
8,13,West Ham,37,18,19,14,6,17,53,62,-9,48
13,14,Crystal Palace,38,19,19,11,9,18,49,53,-4,42
12,15,Newcastle,38,19,19,11,9,18,37,53,-16,42
15,16,Southampton,37,19,18,9,10,18,45,64,-19,37
16,17,Burnley,38,19,19,8,10,20,42,70,-28,34
17,18,Cardiff,37,18,19,9,6,22,33,69,-36,33
18,19,Fulham,38,19,19,4,5,29,37,91,-54,17
19,20,Huddersfield,37,18,19,3,7,27,20,67,-47,16
