,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,35,18,17,25,9,1,79,21,58,84
1,2,Man City,34,16,18,27,2,5,87,24,63,83
3,3,Arsenal,35,17,18,21,7,7,75,46,29,71
4,4,Man Utd,34,18,16,20,7,7,67,44,23,69
2,5,Spurs,35,18,17,22,2,11,67,46,21,68
5,6,Chelsea,35,17,18,20,6,9,56,38,18,67
6,7,Wolves,35,17,18,15,8,12,45,43,2,66
7,8,Watford,35,18,17,15,8,12,50,48,2,54
9,9,Leicester,35,18,17,14,6,15,50,47,3,49
10,10,Everton,35,17,18,13,7,15,52,52,0,47
8,11,West Ham,35,17,18,13,6,16,44,54,-10,46
11,12,Bournemouth,35,17,18,12,6,17,48,66,-18,44
13,13,Crystal Palace,35,18,17,11,6,18,39,48,-9,41
12,14,Newcastle,35,17,18,10,8,17,32,47,-15,41
14,15,Brighton,35,18,17,11,6,18,40,54,-14,39
15,16,Southampton,35,18,17,8,10,17,40,57,-17,37
16,17,Burnley,35,18,17,10,7,18,43,63,-20,37
17,18,Cardiff,35,17,18,9,6,20,32,62,-30,33
18,19,Fulham,35,18,17,6,5,24,37,76,-39,23
19,20,Huddersfield,35,17,18,3,6,26,20,67,-47,15
