,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,24,7,1,76,19,57,79
1,2,Man City,31,15,16,24,2,5,79,22,57,74
3,3,Arsenal,32,15,17,20,6,6,70,40,30,67
2,4,Spurs,32,17,15,21,1,10,60,38,22,64
4,5,Man Utd,32,17,15,18,7,7,61,43,18,63
5,6,Chelsea,32,16,16,18,6,8,51,34,17,61
6,7,Wolves,33,16,17,13,8,12,41,42,-1,60
7,8,Watford,32,17,15,13,7,12,45,47,-2,47
10,9,Everton,32,16,16,12,7,13,45,43,2,44
9,10,Leicester,32,16,16,12,6,14,42,45,-3,43
8,11,West Ham,32,15,17,12,6,14,42,48,-6,43
11,12,Bournemouth,32,16,16,11,6,15,45,58,-13,41
13,13,Crystal Palace,32,16,16,10,6,16,37,43,-6,38
12,14,Newcastle,32,16,16,9,8,15,31,43,-12,38
14,15,Brighton,32,16,16,10,6,16,34,47,-13,36
15,16,Southampton,32,17,15,8,9,15,38,53,-15,36
16,17,Burnley,32,16,16,9,6,17,36,59,-23,33
17,18,Cardiff,32,15,17,9,4,19,29,58,-29,31
18,19,Fulham,32,16,16,5,5,22,30,70,-40,20
19,20,Huddersfield,32,16,16,3,5,24,18,58,-40,14
