,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,88,24,64,80
0,2,Liverpool,33,17,16,24,8,1,73,20,53,80
2,3,Spurs,32,17,15,21,2,9,60,33,27,65
3,4,Arsenal,32,15,17,18,7,7,66,43,23,61
4,5,Man Utd,32,17,15,17,9,6,62,44,18,60
5,6,Chelsea,32,16,16,18,6,8,52,35,17,60
7,7,Watford,33,17,16,14,8,11,53,48,5,50
6,8,Wolves,33,16,17,12,10,11,41,40,1,46
8,9,West Ham,32,15,17,13,6,13,44,47,-3,45
9,10,Leicester,33,17,16,13,5,15,43,48,-5,44
11,11,Bournemouth,33,16,17,12,5,16,48,58,-10,41
10,12,Everton,32,16,16,11,7,14,44,45,-1,40
14,13,Brighton,32,16,16,11,7,14,35,43,-8,40
12,14,Newcastle,33,16,17,10,8,15,35,44,-9,38
13,15,Crystal Palace,33,17,16,10,6,17,38,45,-7,36
16,16,Burnley,33,17,16,10,6,17,38,60,-22,36
15,17,Southampton,33,17,16,7,9,17,36,60,-24,30
17,18,Cardiff,33,16,17,8,5,20,30,66,-36,29
19,19,Huddersfield,33,16,17,4,5,24,19,59,-40,17
18,20,Fulham,33,17,16,4,5,24,31,74,-43,17
