,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,29,3,4,95,24,71,90
0,2,Liverpool,36,18,18,27,7,2,78,21,57,88
3,3,Arsenal,35,17,18,21,8,6,72,43,29,72
4,4,Man Utd,36,18,18,20,9,7,66,46,20,71
2,5,Spurs,36,18,18,22,4,10,63,36,27,70
5,6,Chelsea,36,18,18,19,7,10,55,38,17,65
6,7,Wolves,36,18,18,13,10,13,42,46,-4,62
9,8,Leicester,35,18,17,15,6,14,50,44,6,52
8,9,West Ham,36,18,18,14,8,14,45,49,-4,51
7,10,Watford,36,18,18,13,9,14,47,52,-5,49
14,11,Brighton,36,18,18,13,7,16,42,51,-9,46
10,12,Everton,36,18,18,12,7,17,46,51,-5,44
11,13,Bournemouth,36,18,18,12,6,18,49,69,-20,44
15,14,Southampton,36,18,18,9,12,15,44,57,-13,42
13,15,Crystal Palace,36,18,18,10,9,17,40,50,-10,41
12,16,Newcastle,36,18,18,9,10,17,34,48,-14,40
16,17,Burnley,36,18,18,8,10,18,38,64,-26,34
17,18,Cardiff,36,18,18,9,5,22,32,67,-35,32
18,19,Fulham,36,18,18,5,6,25,35,78,-43,21
19,20,Huddersfield,36,18,18,4,7,25,22,61,-39,19
