,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,26,4,6,84,26,58,82
0,2,Liverpool,36,18,18,24,10,2,73,21,52,82
2,3,Spurs,36,18,18,24,2,10,66,35,31,74
3,4,Arsenal,36,18,18,21,7,8,75,51,24,70
5,5,Chelsea,36,18,18,21,7,8,57,35,22,70
4,6,Man Utd,36,18,18,19,9,8,66,46,20,66
7,7,Watford,36,18,18,15,9,12,50,50,0,54
9,8,Leicester,36,18,18,15,6,15,49,49,0,51
6,9,Wolves,36,18,18,13,11,12,45,44,1,50
10,10,Everton,36,18,18,14,7,15,50,46,4,49
8,11,West Ham,36,18,18,14,7,15,44,50,-6,49
14,12,Brighton,36,18,18,12,8,16,41,51,-10,44
12,13,Newcastle,36,18,18,11,8,17,36,48,-12,41
13,14,Crystal Palace,36,18,18,11,7,18,44,49,-5,40
11,15,Bournemouth,36,18,18,11,6,19,47,64,-17,39
15,16,Southampton,36,18,18,8,13,15,37,53,-16,37
16,17,Burnley,36,18,18,9,8,19,40,68,-28,35
17,18,Cardiff,36,18,18,9,4,23,33,65,-32,31
18,19,Fulham,36,18,18,7,5,24,33,75,-42,26
19,20,Huddersfield,36,18,18,3,8,25,22,66,-44,17
