,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,8,2,83,27,56,86
1,2,Man City,35,17,18,27,4,4,87,26,61,85
2,3,Spurs,35,18,17,23,3,9,69,39,30,72
4,4,Man Utd,35,18,17,20,8,7,70,48,22,70
3,5,Arsenal,35,17,18,19,9,7,72,47,25,67
5,6,Chelsea,35,17,18,19,8,8,62,45,17,66
6,7,Wolves,35,17,18,12,12,11,44,43,1,61
7,8,Watford,35,18,17,15,8,12,51,51,0,54
11,9,Bournemouth,35,17,18,14,6,15,52,60,-8,50
9,10,Leicester,35,18,17,13,6,16,44,47,-3,46
10,11,Everton,35,17,18,12,8,15,48,48,0,45
15,12,Southampton,35,18,17,10,10,15,43,53,-10,43
8,13,West Ham,35,17,18,12,6,17,43,57,-14,43
12,14,Newcastle,35,17,18,10,9,16,34,48,-14,42
13,15,Crystal Palace,35,18,17,10,9,16,43,48,-5,41
14,16,Brighton,35,18,17,10,9,16,40,52,-12,39
16,17,Burnley,35,18,17,9,8,18,45,66,-21,35
17,18,Cardiff,35,17,18,9,4,22,35,68,-33,31
18,19,Fulham,35,18,17,4,6,25,34,80,-46,18
19,20,Huddersfield,36,18,18,3,7,26,22,68,-46,16
