,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,83,23,60,80
0,2,Liverpool,33,17,16,24,7,2,74,22,52,79
2,3,Spurs,34,17,17,23,2,9,68,38,30,71
3,4,Arsenal,33,16,17,19,8,6,69,43,26,66
4,5,Man Utd,32,17,15,18,8,6,64,44,20,64
5,6,Chelsea,33,16,17,19,6,8,56,39,17,64
6,7,Wolves,33,16,17,12,11,10,42,40,2,60
7,8,Watford,33,17,16,13,8,12,47,50,-3,48
11,9,Bournemouth,33,16,17,13,5,15,47,58,-11,46
10,10,Everton,33,16,17,12,7,14,46,45,1,44
9,11,Leicester,34,17,17,12,6,16,42,47,-5,43
8,12,West Ham,33,16,17,12,6,15,41,51,-10,43
12,13,Newcastle,34,17,17,10,9,15,34,44,-10,42
13,14,Crystal Palace,33,17,16,10,7,16,40,45,-5,39
14,15,Brighton,33,17,16,10,7,16,37,49,-12,37
15,16,Southampton,33,17,16,8,10,15,38,53,-15,37
16,17,Burnley,33,17,16,8,7,18,37,62,-25,31
17,18,Cardiff,33,16,17,9,4,20,33,61,-28,31
18,19,Fulham,33,17,16,4,5,24,31,74,-43,17
19,20,Huddersfield,34,17,17,3,7,24,21,62,-41,16
