,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,79,21,58,87
1,2,Man City,36,18,18,26,4,6,85,26,59,82
3,3,Arsenal,37,18,19,20,9,8,75,48,27,69
4,4,Man Utd,36,18,18,20,9,7,69,50,19,69
5,5,Chelsea,36,18,18,20,7,9,59,40,19,67
2,6,Spurs,36,18,18,21,1,14,62,43,19,64
6,7,Wolves,36,18,18,15,9,12,46,42,4,54
9,8,Leicester,36,18,18,16,6,14,48,45,3,54
7,9,Watford,36,18,18,15,8,13,53,51,2,53
10,10,Everton,36,18,18,14,7,15,53,50,3,49
8,11,West Ham,36,18,18,14,7,15,48,55,-7,49
11,12,Bournemouth,36,18,18,14,5,17,52,65,-13,47
13,13,Crystal Palace,36,18,18,13,7,16,48,49,-1,46
14,14,Brighton,37,19,18,11,8,18,47,58,-11,41
12,15,Newcastle,36,18,18,9,11,16,37,48,-11,38
15,16,Southampton,36,18,18,9,10,17,40,61,-21,37
16,17,Burnley,36,18,18,9,7,20,39,64,-25,34
17,18,Cardiff,36,18,18,9,6,21,33,66,-33,33
18,19,Fulham,36,18,18,6,5,25,35,81,-46,23
19,20,Huddersfield,36,18,18,4,5,27,22,67,-45,17
