,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,38,19,19,28,8,2,86,22,64,92
1,2,Man City,38,19,19,29,4,5,97,28,69,91
2,3,Spurs,38,19,19,24,4,10,66,39,27,76
5,4,Chelsea,38,19,19,22,7,9,66,44,22,73
4,5,Man Utd,38,19,19,21,8,9,70,48,22,71
3,6,Arsenal,38,19,19,21,7,10,73,49,24,70
10,7,Everton,38,19,19,15,9,14,53,47,6,54
7,8,Watford,38,19,19,15,8,15,52,61,-9,53
6,9,Wolves,38,19,19,13,11,14,49,52,-3,50
9,10,Leicester,38,19,19,14,7,17,50,52,-2,49
11,11,Bournemouth,38,19,19,14,7,17,58,70,-12,49
8,12,West Ham,38,19,19,13,8,17,49,59,-10,47
14,13,Brighton,38,19,19,12,9,17,43,54,-11,45
12,14,Newcastle,38,19,19,11,10,17,36,54,-18,43
13,15,Crystal Palace,38,19,19,10,10,18,43,50,-7,40
15,16,Southampton,38,19,19,9,13,16,46,59,-13,40
16,17,Burnley,38,19,19,10,10,18,44,67,-23,40
17,18,Cardiff,38,19,19,9,6,23,35,73,-38,33
18,19,Fulham,38,19,19,6,5,27,39,84,-45,23
19,20,Huddersfield,38,19,19,5,7,26,23,66,-43,22
