,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,31,15,16,25,2,4,81,22,59,77
0,2,Liverpool,31,16,15,23,7,1,70,18,52,76
5,3,Chelsea,32,16,16,19,6,7,56,33,23,64
4,4,Man Utd,31,16,15,18,7,6,61,41,20,63
2,5,Spurs,30,16,14,20,1,9,57,32,25,61
3,6,Arsenal,31,15,16,18,6,7,63,40,23,61
6,7,Wolves,32,16,16,13,8,11,39,37,2,60
8,8,West Ham,32,15,17,13,6,13,43,46,-3,46
9,9,Leicester,32,16,16,13,5,14,42,44,-2,45
7,10,Watford,32,17,15,12,7,13,44,49,-5,44
10,11,Everton,32,16,16,11,7,14,43,44,-1,41
11,12,Bournemouth,32,16,16,11,5,16,44,58,-14,40
12,13,Newcastle,31,15,16,9,8,14,31,40,-9,38
14,14,Brighton,32,16,16,10,7,15,38,50,-12,37
15,15,Southampton,32,17,15,8,9,15,36,53,-17,36
13,16,Crystal Palace,31,15,16,9,6,16,36,42,-6,35
16,17,Burnley,32,16,16,9,6,17,36,59,-23,33
17,18,Cardiff,32,15,17,8,5,19,31,63,-32,29
19,19,Huddersfield,32,16,16,4,5,23,19,57,-38,17
18,20,Fulham,32,16,16,4,5,23,30,72,-42,17
