,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,27,3,4,90,28,62,84
0,2,Liverpool,34,17,17,24,8,2,72,22,50,80
2,3,Spurs,35,18,17,23,2,10,68,36,32,71
5,4,Chelsea,34,17,17,20,6,8,57,35,22,67
4,5,Man Utd,33,17,16,18,9,6,63,43,20,65
3,6,Arsenal,35,17,18,18,7,10,65,46,19,62
6,7,Wolves,34,17,17,13,9,12,41,40,1,61
9,8,Leicester,35,18,17,15,6,14,49,46,3,52
7,9,Watford,35,18,17,14,7,14,48,50,-2,50
8,10,West Ham,35,17,18,13,8,14,45,49,-4,48
10,11,Everton,34,17,17,12,7,15,46,47,-1,44
11,12,Bournemouth,35,17,18,12,6,17,48,61,-13,44
12,13,Newcastle,34,17,17,10,9,15,32,44,-12,42
13,14,Crystal Palace,35,18,17,10,8,17,41,47,-6,40
14,15,Brighton,34,17,17,11,7,16,41,54,-13,40
15,16,Southampton,34,17,17,9,10,15,38,54,-16,40
16,17,Burnley,34,17,17,10,6,18,45,62,-17,36
17,18,Cardiff,34,17,17,8,5,21,32,74,-42,29
18,19,Fulham,35,18,17,6,6,23,33,73,-40,24
19,20,Huddersfield,35,17,18,4,5,26,20,63,-43,17
