,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,22,54,82
1,2,Man City,32,15,17,24,3,5,80,23,57,75
2,3,Spurs,34,17,17,21,2,11,64,38,26,65
5,4,Chelsea,33,16,17,19,7,7,55,35,20,65
3,5,Arsenal,33,16,17,18,8,7,67,45,22,63
4,6,Man Utd,32,17,15,17,9,6,61,43,18,62
6,7,Wolves,33,16,17,12,10,11,42,42,0,59
7,8,Watford,33,17,16,14,8,11,47,45,2,51
9,9,Leicester,34,17,17,14,5,15,45,46,-1,48
8,10,West Ham,33,16,17,13,6,14,45,51,-6,46
10,11,Everton,33,16,17,12,7,14,47,45,2,44
11,12,Bournemouth,33,16,17,12,5,16,46,59,-13,43
12,13,Newcastle,34,17,17,10,9,15,37,44,-7,42
13,14,Crystal Palace,33,17,16,10,7,16,40,45,-5,39
14,15,Brighton,33,17,16,11,6,16,39,49,-10,39
15,16,Southampton,33,17,16,7,9,17,36,56,-20,33
16,17,Burnley,33,17,16,9,6,18,37,61,-24,33
17,18,Cardiff,33,16,17,9,5,19,29,60,-31,32
19,19,Huddersfield,34,17,17,5,5,24,20,60,-40,20
18,20,Fulham,33,17,16,4,6,23,30,74,-44,18
