,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,26,7,1,79,24,55,85
1,2,Man City,33,16,17,25,3,5,83,23,60,78
2,3,Spurs,34,17,17,21,2,11,64,38,26,65
5,4,Chelsea,34,17,17,19,7,8,57,38,19,65
3,5,Arsenal,33,16,17,18,8,7,67,45,22,63
4,6,Man Utd,33,17,16,17,9,7,62,46,16,62
6,7,Wolves,34,17,17,13,10,11,45,42,3,62
7,8,Watford,33,17,16,14,8,11,47,45,2,51
8,9,West Ham,34,17,17,14,6,14,48,52,-4,49
9,10,Leicester,34,17,17,14,5,15,45,46,-1,48
10,11,Everton,34,17,17,13,7,14,48,45,3,47
11,12,Bournemouth,34,17,17,12,5,17,46,61,-15,43
12,13,Newcastle,34,17,17,10,9,15,37,44,-7,42
14,14,Brighton,34,17,17,12,6,16,41,49,-8,42
13,15,Crystal Palace,34,17,17,10,7,17,40,48,-8,39
16,16,Burnley,34,17,17,10,6,18,39,61,-22,36
15,17,Southampton,34,17,17,7,9,18,36,59,-23,33
17,18,Cardiff,34,17,17,9,5,20,29,62,-33,32
19,19,Huddersfield,34,17,17,5,5,24,20,60,-40,20
18,20,Fulham,34,17,17,4,6,24,30,75,-45,18
