,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,25,7,1,76,18,58,82
1,2,Man City,32,15,17,25,3,4,81,22,59,78
2,3,Spurs,34,17,17,22,2,10,66,36,30,68
3,4,Arsenal,33,16,17,19,6,8,67,44,23,64
6,5,Wolves,33,16,17,14,8,11,43,40,3,63
4,6,Man Utd,32,17,15,17,8,7,59,43,16,61
5,7,Chelsea,33,16,17,17,8,8,53,37,16,60
7,8,Watford,33,17,16,14,8,11,48,45,3,51
14,9,Brighton,34,17,17,13,7,14,41,44,-3,46
11,10,Bournemouth,34,17,17,13,5,16,49,60,-11,46
10,11,Everton,33,16,17,12,8,13,45,43,2,45
8,12,West Ham,33,16,17,12,8,13,44,49,-5,45
12,13,Newcastle,34,17,17,11,9,14,34,40,-6,45
9,14,Leicester,34,17,17,12,7,15,42,47,-5,44
13,15,Crystal Palace,33,17,16,10,6,17,37,44,-7,38
15,16,Southampton,33,17,16,7,9,17,34,58,-24,33
16,17,Burnley,33,17,16,8,6,19,36,63,-27,30
17,18,Cardiff,33,16,17,8,6,19,29,61,-32,30
18,19,Fulham,33,17,16,4,5,24,30,74,-44,17
19,20,Huddersfield,34,17,17,3,6,25,21,67,-46,15
