,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,36,18,18,28,4,4,94,25,69,88
0,2,Liverpool,36,18,18,25,9,2,78,24,54,84
2,3,Spurs,37,19,18,23,3,11,68,40,28,72
4,4,Man Utd,36,18,18,21,8,7,68,47,21,71
5,5,Chelsea,36,18,18,21,6,9,65,36,29,69
3,6,Arsenal,37,18,19,19,10,8,73,53,20,67
6,7,Wolves,36,18,18,15,8,13,50,43,7,53
7,8,Watford,36,18,18,15,7,14,53,54,-1,52
9,9,Leicester,36,18,18,14,7,15,46,47,-1,49
8,10,West Ham,36,18,18,13,8,15,46,53,-7,47
13,11,Crystal Palace,37,19,18,12,8,17,44,45,-1,44
14,12,Brighton,37,19,18,12,8,17,41,52,-11,44
11,13,Bournemouth,37,18,19,13,5,19,52,65,-13,44
10,14,Everton,36,18,18,11,9,16,48,52,-4,42
12,15,Newcastle,36,18,18,10,10,16,34,45,-11,40
15,16,Southampton,36,18,18,10,9,17,39,59,-20,39
16,17,Burnley,36,18,18,9,7,20,37,71,-34,34
17,18,Cardiff,37,18,19,10,4,23,31,75,-44,34
18,19,Fulham,36,18,18,7,5,24,40,78,-38,26
19,20,Huddersfield,36,18,18,4,7,25,23,66,-43,19
