,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,84,21,63,80
0,2,Liverpool,33,17,16,24,7,2,74,20,54,79
3,3,Arsenal,32,15,17,19,7,6,66,41,25,65
2,4,Spurs,32,17,15,21,1,10,61,37,24,64
4,5,Man Utd,32,17,15,18,7,7,61,43,18,63
5,6,Chelsea,32,16,16,17,8,7,50,33,17,60
6,7,Wolves,33,16,17,12,8,13,42,43,-1,57
7,8,Watford,32,17,15,14,7,11,45,44,1,50
8,9,West Ham,32,15,17,13,6,13,44,46,-2,46
11,10,Bournemouth,33,16,17,13,5,15,48,56,-8,46
9,11,Leicester,33,17,16,12,6,15,40,45,-5,43
10,12,Everton,32,16,16,11,7,14,43,45,-2,41
14,13,Brighton,32,16,16,11,7,14,35,43,-8,40
12,14,Newcastle,32,16,16,9,9,14,33,42,-9,39
13,15,Crystal Palace,32,16,16,10,6,16,38,45,-7,38
15,16,Southampton,33,17,16,8,9,16,37,54,-17,36
16,17,Burnley,33,17,16,9,6,18,38,64,-26,33
17,18,Cardiff,33,16,17,8,5,20,27,62,-35,29
18,19,Fulham,32,16,16,4,5,23,29,71,-42,17
19,20,Huddersfield,33,16,17,3,6,24,18,58,-40,15
