,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,73,20,53,80
1,2,Man City,32,15,17,25,3,4,82,23,59,78
3,3,Arsenal,33,16,17,20,7,6,71,40,31,67
2,4,Spurs,33,17,16,21,2,10,58,33,25,65
4,5,Man Utd,32,17,15,19,7,6,64,43,21,64
5,6,Chelsea,32,16,16,18,7,7,55,34,21,61
7,7,Watford,33,17,16,13,8,12,47,48,-1,47
6,8,Wolves,33,16,17,13,8,12,43,46,-3,47
9,9,Leicester,33,17,16,13,6,14,44,45,-1,45
10,10,Everton,33,16,17,12,7,14,46,44,2,43
8,11,West Ham,32,15,17,12,6,14,41,49,-8,42
11,12,Bournemouth,33,16,17,12,6,15,46,58,-12,42
12,13,Newcastle,33,16,17,10,9,14,35,43,-8,39
14,14,Brighton,33,17,16,10,8,15,36,46,-10,38
13,15,Crystal Palace,33,17,16,10,6,17,41,45,-4,36
15,16,Southampton,33,17,16,8,11,14,39,54,-15,35
16,17,Burnley,33,17,16,8,6,19,38,64,-26,30
17,18,Cardiff,33,16,17,8,4,21,30,66,-36,28
18,19,Fulham,33,17,16,4,6,23,29,73,-44,18
19,20,Huddersfield,33,16,17,3,5,25,19,63,-44,14
