,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,26,9,1,80,23,57,87
1,2,Man City,35,17,18,28,2,5,87,24,63,86
2,3,Spurs,36,18,18,23,3,10,68,40,28,72
6,4,Wolves,36,18,18,16,9,11,47,41,6,70
4,5,Man Utd,35,18,17,19,8,8,65,46,19,67
3,6,Arsenal,35,17,18,18,10,7,71,48,23,65
5,7,Chelsea,35,17,18,18,6,11,54,39,15,61
9,8,Leicester,35,18,17,15,6,14,50,48,2,52
7,9,Watford,36,18,18,14,8,14,51,56,-5,51
8,10,West Ham,36,18,18,13,7,16,46,55,-9,47
11,11,Bournemouth,36,18,18,13,5,18,49,67,-18,46
10,12,Everton,36,18,18,12,8,16,50,49,1,45
15,13,Southampton,36,18,18,10,11,15,46,56,-10,44
12,14,Newcastle,35,17,18,9,12,14,38,47,-9,42
13,15,Crystal Palace,36,18,18,10,8,18,42,51,-9,40
14,16,Brighton,35,18,17,11,7,17,39,51,-12,40
17,17,Cardiff,36,18,18,10,5,21,40,72,-32,35
16,18,Burnley,35,18,17,9,7,19,41,66,-25,34
18,19,Fulham,36,18,18,6,5,25,35,77,-42,23
19,20,Huddersfield,36,18,18,5,6,25,22,65,-43,21
