,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,28,7,1,78,19,59,91
1,2,Man City,36,18,18,28,3,5,95,28,67,87
2,3,Spurs,37,19,18,24,2,11,73,45,28,74
3,4,Arsenal,37,18,19,21,8,8,72,47,25,71
5,5,Chelsea,37,18,19,20,7,10,60,44,16,67
4,6,Man Utd,36,18,18,18,8,10,63,48,15,62
7,7,Watford,37,19,18,15,10,12,55,53,2,55
9,8,Leicester,36,18,18,16,5,15,52,47,5,53
8,9,West Ham,36,18,18,15,6,15,48,50,-2,51
6,10,Wolves,36,18,18,13,10,13,43,45,-2,49
10,11,Everton,36,18,18,13,9,14,54,54,0,48
13,12,Crystal Palace,37,19,18,13,6,18,48,49,-1,45
14,13,Brighton,37,19,18,12,7,18,44,60,-16,43
11,14,Bournemouth,37,18,19,12,6,19,53,72,-19,42
12,15,Newcastle,36,18,18,10,9,17,35,45,-10,39
15,16,Southampton,36,18,18,9,11,16,41,56,-15,38
16,17,Burnley,36,18,18,10,6,20,42,66,-24,36
17,18,Cardiff,37,18,19,9,4,24,32,74,-42,31
18,19,Fulham,36,18,18,6,7,23,37,79,-42,25
19,20,Huddersfield,36,18,18,4,5,27,22,66,-44,17
