,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,34,17,17,25,8,1,75,20,55,83
1,2,Man City,34,16,18,25,4,5,85,27,58,79
3,3,Arsenal,35,17,18,21,6,8,70,46,24,69
2,4,Spurs,35,18,17,22,2,11,66,38,28,68
5,5,Chelsea,34,17,17,19,7,8,55,37,18,64
4,6,Man Utd,33,17,16,17,9,7,62,46,16,60
7,7,Watford,34,17,17,14,9,11,52,49,3,51
8,8,West Ham,34,17,17,13,8,13,46,49,-3,47
6,9,Wolves,34,17,17,12,10,12,42,43,-1,46
9,10,Leicester,34,17,17,13,6,15,46,46,0,45
11,11,Bournemouth,34,17,17,13,5,16,46,58,-12,44
10,12,Everton,34,17,17,11,8,15,46,47,-1,41
13,13,Crystal Palace,35,18,17,11,8,16,43,46,-3,41
12,14,Newcastle,34,17,17,10,9,15,34,43,-9,39
14,15,Brighton,34,17,17,11,6,17,39,50,-11,39
15,16,Southampton,34,17,17,9,10,15,41,57,-16,37
16,17,Burnley,34,17,17,8,8,18,37,62,-25,32
17,18,Cardiff,34,17,17,8,5,21,30,68,-38,29
18,19,Fulham,34,17,17,5,7,22,33,73,-40,22
19,20,Huddersfield,34,17,17,3,7,24,19,62,-43,16
