,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,33,17,16,24,8,1,73,20,53,80
1,2,Man City,32,15,17,25,3,4,84,21,63,78
3,3,Arsenal,33,16,17,21,6,6,69,41,28,69
2,4,Spurs,33,17,16,21,1,11,61,38,23,64
5,5,Chelsea,33,16,17,19,7,7,55,35,20,64
4,6,Man Utd,32,17,15,17,9,6,62,44,18,60
7,7,Watford,33,17,16,13,9,11,49,49,0,48
6,8,Wolves,33,16,17,12,10,11,41,41,0,46
9,9,Leicester,33,17,16,13,5,15,45,45,0,44
8,10,West Ham,33,16,17,12,8,13,44,49,-5,44
11,11,Bournemouth,33,16,17,13,5,15,46,57,-11,44
10,12,Everton,33,16,17,11,8,14,45,45,0,41
12,13,Newcastle,33,16,17,10,8,15,33,42,-9,38
13,14,Crystal Palace,33,17,16,10,7,16,40,44,-4,37
14,15,Brighton,33,17,16,10,6,17,38,50,-12,36
15,16,Southampton,33,17,16,8,10,15,39,56,-17,34
16,17,Burnley,33,17,16,8,7,18,35,60,-25,31
17,18,Cardiff,33,16,17,8,4,21,28,66,-38,28
18,19,Fulham,33,17,16,4,7,22,31,72,-41,19
19,20,Huddersfield,33,16,17,3,6,24,19,62,-43,15
