,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,34,16,18,26,4,4,88,25,63,82
0,2,Liverpool,34,17,17,24,8,2,75,23,52,80
3,3,Arsenal,35,17,18,22,7,6,75,44,31,74
5,4,Chelsea,34,17,17,20,7,7,61,35,26,68
2,5,Spurs,35,18,17,22,1,12,65,41,24,67
6,6,Wolves,34,17,17,13,10,11,42,40,2,62
4,7,Man Utd,33,17,16,17,8,8,61,47,14,61
7,8,Watford,35,18,17,14,8,13,51,50,1,51
9,9,Leicester,34,17,17,14,6,14,48,46,2,49
8,10,West Ham,34,17,17,14,6,14,47,49,-2,49
13,11,Crystal Palace,35,18,17,11,8,16,40,45,-5,43
10,12,Everton,34,17,17,11,8,15,46,49,-3,42
11,13,Bournemouth,35,17,18,11,7,17,49,65,-16,42
14,14,Brighton,34,17,17,11,7,16,38,51,-13,40
15,15,Southampton,34,17,17,9,10,15,39,54,-15,40
12,16,Newcastle,34,17,17,9,9,16,35,47,-12,39
16,17,Burnley,34,17,17,10,7,17,39,61,-22,37
17,18,Cardiff,34,17,17,8,5,21,28,66,-38,29
18,19,Fulham,35,18,17,4,8,23,37,80,-43,20
19,20,Huddersfield,35,17,18,3,6,26,20,66,-46,15
