,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,36,18,18,27,8,1,85,22,63,89
1,2,Man City,36,18,18,27,2,7,91,31,60,83
3,3,Arsenal,37,18,19,21,8,8,78,50,28,72
5,4,Chelsea,36,18,18,20,8,8,64,43,21,69
4,5,Man Utd,36,18,18,19,9,8,75,52,23,68
2,6,Spurs,37,19,18,22,2,13,65,43,22,68
6,7,Wolves,36,18,18,14,10,12,46,43,3,65
7,8,Watford,36,18,18,14,10,12,49,49,0,53
11,9,Bournemouth,37,18,19,15,5,17,53,62,-9,52
9,10,Leicester,36,18,18,14,6,16,47,48,-1,49
8,11,West Ham,36,18,18,14,6,16,49,61,-12,49
10,12,Everton,36,18,18,13,8,15,48,49,-1,48
13,13,Crystal Palace,36,18,18,12,8,16,45,46,-1,46
12,14,Newcastle,36,18,18,11,10,15,36,44,-8,46
14,15,Brighton,37,19,18,11,9,17,37,50,-13,42
15,16,Southampton,36,18,18,7,12,17,37,56,-19,36
16,17,Burnley,36,18,18,9,8,19,43,69,-26,35
17,18,Cardiff,36,18,18,8,7,21,34,72,-38,31
18,19,Fulham,36,18,18,7,6,23,34,75,-41,27
19,20,Huddersfield,36,18,18,3,6,27,19,70,-51,15
