,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,23,8,1,73,21,52,77
1,2,Man City,31,15,16,24,2,5,79,22,57,74
3,3,Arsenal,32,15,17,19,7,6,67,40,27,64
2,4,Spurs,32,17,15,20,3,9,61,36,25,63
4,5,Man Utd,32,17,15,18,7,7,60,42,18,61
5,6,Chelsea,32,16,16,17,8,7,52,35,17,59
7,7,Watford,32,17,15,14,7,11,47,46,1,49
9,8,Leicester,32,16,16,13,5,14,44,44,0,44
6,9,Wolves,33,16,17,12,8,13,39,42,-3,44
8,10,West Ham,32,15,17,12,7,13,42,47,-5,43
10,11,Everton,32,16,16,11,8,13,44,43,1,41
11,12,Bournemouth,32,16,16,11,5,16,44,60,-16,38
13,13,Crystal Palace,32,16,16,10,7,15,42,42,0,37
12,14,Newcastle,32,16,16,9,9,14,32,41,-9,36
14,15,Brighton,32,16,16,9,7,16,32,47,-15,34
15,16,Southampton,32,17,15,8,9,15,38,54,-16,33
16,17,Burnley,32,16,16,9,6,17,36,59,-23,33
17,18,Cardiff,32,15,17,9,5,18,32,59,-27,32
18,19,Fulham,32,16,16,5,5,22,30,70,-40,20
19,20,Huddersfield,32,16,16,3,5,24,18,62,-44,14
