,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,33,16,17,26,2,5,84,23,61,80
0,2,Liverpool,33,17,16,24,7,2,74,21,53,79
2,3,Spurs,34,17,17,23,1,10,64,35,29,70
5,4,Chelsea,33,16,17,20,6,7,62,34,28,66
3,5,Arsenal,33,16,17,19,7,7,67,44,23,64
4,6,Man Utd,33,17,16,18,7,8,62,46,16,61
7,7,Watford,33,17,16,14,7,12,46,47,-1,49
6,8,Wolves,34,17,17,13,9,12,43,41,2,48
9,9,Leicester,34,17,17,14,6,14,43,44,-1,48
10,10,Everton,34,17,17,13,8,13,47,43,4,47
8,11,West Ham,34,17,17,12,7,15,45,54,-9,43
12,12,Newcastle,34,17,17,10,10,14,37,43,-6,40
11,13,Bournemouth,34,17,17,11,5,18,43,60,-17,38
13,14,Crystal Palace,34,17,17,10,7,17,38,48,-10,37
14,15,Brighton,34,17,17,10,7,17,38,53,-15,37
15,16,Southampton,34,17,17,9,10,15,37,54,-17,37
16,17,Burnley,34,17,17,10,7,17,40,61,-21,37
17,18,Cardiff,34,17,17,8,6,20,31,66,-35,30
18,19,Fulham,34,17,17,5,5,24,32,74,-42,20
19,20,Huddersfield,34,17,17,3,6,25,18,60,-42,15
