,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,38,19,19,29,4,5,96,28,68,91
0,2,Liverpool,38,19,19,25,8,5,76,28,48,83
3,3,Arsenal,38,19,19,23,8,7,84,48,36,77
4,4,Man Utd,38,19,19,22,8,8,67,44,23,74
5,5,Chelsea,38,19,19,21,6,11,66,41,25,69
2,6,Spurs,37,19,18,21,2,14,62,42,20,65
6,7,Wolves,38,19,19,15,12,11,49,43,6,57
7,8,Watford,37,19,18,15,9,13,50,50,0,54
8,9,West Ham,37,18,19,15,6,16,48,57,-9,51
9,10,Leicester,38,19,19,13,9,16,48,52,-4,48
13,11,Crystal Palace,38,19,19,13,7,18,50,55,-5,46
12,12,Newcastle,38,19,19,12,9,17,42,52,-10,45
10,13,Everton,37,18,19,12,8,17,47,51,-4,44
11,14,Bournemouth,38,19,19,12,8,18,47,66,-19,44
14,15,Brighton,38,19,19,12,7,19,44,61,-17,43
15,16,Southampton,38,19,19,10,12,16,50,63,-13,42
16,17,Burnley,38,19,19,11,8,19,44,67,-23,41
17,18,Cardiff,38,19,19,9,6,23,34,78,-44,33
18,19,Fulham,38,19,19,7,6,25,36,77,-41,27
19,20,Huddersfield,38,19,19,6,7,25,26,63,-37,25
